sensitivity,bin_number,NZAu_maj,vintage,value,name,interpolation_method,extrapolation_method,type
[d],5,sa,2043,0.48809539802244056,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2044,0.488682677116019,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2045,0.4892485457010522,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2046,0.489794606827565,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2047,0.49032213084638077,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2048,0.4908323694268504,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2049,0.4913263898931797,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2050,0.49180520375838627,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2020,0.42413071964302806,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2021,0.4283081433102718,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2022,0.4315483953552932,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2023,0.434195882890003,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2024,0.4364342857045955,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2025,0.438373289407084,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2026,0.4400836231857398,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2027,0.44161354961058114,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2028,0.44299754023229754,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2029,0.44426103125717464,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2030,0.44542332228446657,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2031,0.44649943335576026,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2032,0.44750127643659804,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2033,0.4484384413746251,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2034,0.44931877152939703,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2035,0.4501487751532809,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2036,0.45093387195738965,offshore wind|5,two_tier,two_tier,offshore
